beta,timestep_ns,src,dst,baseline_path,da_path,path_changed,baseline_hop_count,da_hop_count,baseline_total_cost_m,da_modified_total_cost_m,baseline_path_da_modified_cost_m,da_path_baseline_cost_m,baseline_physical_rtt_ms,da_physical_rtt_ms
0.01,50000000000,440,364,440->86->73->60->47->34->21->20->19->18->364,440->86->73->60->47->34->21->20->19->18->364,False,10,10,23989446.93908007,24055069.257290788,24055069.257290788,23989446.93908007,160.04036325076643,160.04036325076643
0.01,60000000000,399,447,399->32->31->30->29->42->55->68->81->94->107->120->133->132->131->130->447,399->32->31->30->29->42->55->68->81->94->107->120->133->132->131->130->447,False,16,16,38224116.667908326,38451570.32231487,38451570.32231487,38224116.667908326,255.00385782158887,255.00385782158887
0.01,60000000000,447,399,447->130->131->132->133->120->107->94->81->68->55->42->29->30->31->32->399,447->130->131->132->133->120->107->94->81->68->55->42->29->30->31->32->399,False,16,16,38224116.66790832,37998414.88348015,37998414.88348015,38224116.66790832,255.0038578215888,255.0038578215888
0.01,60000000000,425,410,425->187->200->213->226->239->240->241->410,425->187->200->213->226->239->240->241->410,False,8,8,18707106.718581874,18655670.697364155,18655670.697364155,18707106.718581874,124.80038252718067,124.80038252718067
0.01,60000000000,410,425,410->241->240->239->226->213->200->187->425,410->241->240->239->226->213->200->187->425,False,8,8,18707106.718581874,18765233.867251076,18765233.867251076,18707106.718581874,124.80038252718067,124.80038252718067
0.01,60000000000,386,424,386->195->196->197->198->211->224->237->250->263->276->289->290->424,386->195->196->197->198->211->224->237->250->263->276->289->290->424,False,13,13,29173873.819517177,29072710.71776357,29072710.71776357,29173873.819517177,194.62713648064604,194.62713648064604
0.01,60000000000,424,386,424->290->289->276->263->250->237->224->211->198->197->196->195->386,424->290->289->276->263->250->237->224->211->198->197->196->195->386,False,13,13,29173873.81951717,29276640.921371475,29276640.921371475,29173873.81951717,194.62713648064602,194.62713648064602
0.01,60000000000,355,401,355->169->181->180->167->154->141->128->115->102->89->76->63->50->37->24->401,355->169->181->180->167->154->141->128->115->102->89->76->63->50->37->24->401,False,16,16,35319335.90222194,35361226.450150415,35361226.450150415,35319335.90222194,235.62524646448537,235.62524646448537
0.01,60000000000,401,355,401->24->37->50->63->76->89->102->115->128->141->154->167->180->181->169->355,401->24->37->50->63->76->89->102->115->128->141->154->167->180->181->169->355,False,16,16,35319335.90222193,35300254.9703799,35300254.9703799,35319335.90222193,235.62524646448531,235.62524646448531
0.01,60000000000,412,406,412->169->170->183->196->209->406,412->169->170->183->196->209->406,False,6,6,12700929.309901047,12691209.660118917,12691209.660118917,12700929.309901047,84.73147986865666,84.73147986865666
0.01,60000000000,406,412,406->209->196->183->170->169->412,406->209->196->183->170->169->412,False,6,6,12700929.30990105,12705116.414204357,12705116.414204357,12700929.30990105,84.73147986865666,84.73147986865666
0.01,60000000000,432,446,432->31->44->446,432->31->44->446,False,3,3,4605012.935684202,4591915.078196203,4591915.078196203,4605012.935684202,30.72133946534574,30.72133946534574
0.01,60000000000,446,432,446->44->31->432,446->44->31->432,False,3,3,4605012.935684202,4619794.923058119,4619794.923058119,4605012.935684202,30.72133946534574,30.72133946534574
0.01,60000000000,394,361,394->31->18->361,394->31->18->361,False,3,3,5086280.866977637,5066267.906333125,5066267.906333125,5086280.866977637,33.932013506341356,33.932013506341356
0.01,60000000000,361,394,361->18->31->394,361->18->31->394,False,3,3,5086280.866977637,5107978.597446017,5107978.597446017,5086280.866977637,33.932013506341356,33.932013506341356
0.01,60000000000,441,436,441->241->240->239->238->237->224->223->222->436,441->241->240->239->238->237->224->223->222->436,False,9,9,25725820.700796735,25911896.20980105,25911896.20980105,25725820.700796735,171.62420210582306,171.62420210582306
0.01,60000000000,436,441,436->222->223->224->237->238->239->240->241->441,436->222->223->224->237->238->239->240->241->441,False,9,9,25725820.70079674,25539878.29042464,25539878.29042464,25725820.70079674,171.6242021058231,171.6242021058231
0.01,60000000000,366,367,366->209->196->183->170->157->144->131->118->105->104->367,366->209->196->183->170->157->144->131->118->105->104->367,False,11,11,23501351.170769457,23501694.00144185,23501694.00144185,23501351.170769457,156.78413878423493,156.78413878423493
0.01,60000000000,367,366,367->104->105->118->131->144->157->170->183->196->209->366,367->104->105->118->131->144->157->170->183->196->209->366,False,11,11,23501351.170769453,23486197.56662029,23486197.56662029,23501351.170769453,156.7841387842349,156.7841387842349
0.01,60000000000,364,440,364->18->31->44->57->70->71->72->440,364->18->31->44->57->70->71->72->440,False,8,8,19047620.98912445,18996221.08950387,18996221.08950387,19047620.98912445,127.07204921829255,127.07204921829255
0.01,60000000000,440,364,440->72->71->70->57->44->31->18->364,440->72->71->70->57->44->31->18->364,False,8,8,19047620.989124447,19105749.032974232,19105749.032974232,19047620.989124447,127.07204921829252,127.07204921829252
0.01,70000000000,399,447,399->32->31->30->29->42->55->68->81->94->107->120->133->132->131->130->447,399->32->31->30->29->42->55->68->81->94->107->120->133->132->131->130->447,False,16,16,38225261.34659276,38452876.79993716,38452876.79993716,38225261.34659276,255.01149429578217,255.01149429578217
0.01,70000000000,447,399,447->130->131->132->133->120->107->94->81->68->55->42->29->30->31->32->399,447->130->131->132->133->120->107->94->81->68->55->42->29->30->31->32->399,False,16,16,38225261.346592754,37999698.60187731,37999698.60187731,38225261.346592754,255.01149429578211,255.01149429578211
0.01,70000000000,425,410,425->27->28->29->16->3->341->328->315->302->289->276->263->250->237->238->239->240->241->410,425->27->28->29->16->3->341->328->315->302->289->276->263->250->237->238->239->240->241->410,False,19,19,41714115.67750261,41480919.66588123,41480919.66588123,41714115.67750261,278.28662505914417,278.28662505914417
0.01,70000000000,410,425,410->241->240->239->238->237->250->263->276->289->302->315->328->341->3->16->29->28->27->425,410->241->240->239->238->237->250->263->276->289->302->315->328->341->3->16->29->28->27->425,False,19,19,41714115.67750262,41949673.74484784,41949673.74484784,41714115.67750262,278.28662505914417,278.28662505914417
0.01,70000000000,386,424,386->195->196->197->198->211->224->237->250->263->276->289->290->424,386->195->196->197->198->211->224->237->250->263->276->289->290->424,False,13,13,29180694.46705791,29079671.93935644,29079671.93935644,29180694.46705791,194.67263894315786,194.67263894315786
0.01,70000000000,424,386,424->290->289->276->263->250->237->224->211->198->197->196->195->386,424->290->289->276->263->250->237->224->211->198->197->196->195->386,False,13,13,29180694.467057906,29283583.795983452,29283583.795983452,29180694.467057906,194.67263894315784,194.67263894315784
0.01,70000000000,355,401,355->169->181->180->167->154->141->128->115->102->89->76->63->50->37->24->401,355->169->181->180->167->154->141->128->115->102->89->76->63->50->37->24->401,False,16,16,35382094.96677056,35423838.42775466,35423838.42775466,35382094.96677056,236.04392987611823,236.04392987611823
0.01,70000000000,401,355,401->24->37->50->63->76->89->102->115->128->141->154->167->180->181->169->355,401->24->37->50->63->76->89->102->115->128->141->154->167->180->181->169->355,False,16,16,35382094.96677056,35363158.2188495,35363158.2188495,35382094.96677056,236.04392987611823,236.04392987611823
0.01,70000000000,412,406,412->169->170->183->196->209->406,412->169->170->183->196->209->406,False,6,6,12637736.184481531,12627969.706603335,12627969.706603335,12637736.184481531,84.30990071459057,84.30990071459057
0.01,70000000000,406,412,406->209->196->183->170->169->412,406->209->196->183->170->169->412,False,6,6,12637736.184481533,12641945.598836891,12641945.598836891,12637736.184481533,84.30990071459057,84.30990071459057
0.01,70000000000,432,446,432->31->44->446,432->31->44->446,False,3,3,4602700.6064380035,4589606.1377223255,4589606.1377223255,4602700.6064380035,30.705913265089567,30.705913265089567
0.01,70000000000,446,432,446->44->31->432,446->44->31->432,False,3,3,4602700.6064380035,4617463.175906314,4617463.175906314,4602700.6064380035,30.705913265089567,30.705913265089567
0.01,70000000000,394,361,394->31->18->361,394->31->18->361,False,3,3,5058546.115710573,5038513.714764237,5038513.714764237,5058546.115710573,33.74698716210248,33.74698716210248
0.01,70000000000,361,394,361->18->31->394,361->18->31->394,False,3,3,5058546.115710573,5080243.660509669,5080243.660509669,5058546.115710573,33.74698716210248,33.74698716210248
0.01,70000000000,441,436,441->241->240->239->238->237->224->223->222->436,441->241->240->239->238->237->224->223->222->436,False,9,9,25771281.164490964,25957372.82933596,25957372.82933596,25771281.164490964,171.92748167461212,171.92748167461212
0.01,70000000000,436,441,436->222->223->224->237->238->239->240->241->441,436->222->223->224->237->238->239->240->241->441,False,9,9,25771281.164490968,25585359.697373874,25585359.697373874,25771281.164490968,171.92748167461215,171.92748167461215
0.01,70000000000,366,367,366->209->196->183->170->157->144->131->118->105->104->367,366->209->196->183->170->157->144->131->118->105->104->367,False,11,11,23435211.21998916,23435613.795057043,23435613.795057043,23435211.21998916,156.3429005274653,156.3429005274653
0.01,70000000000,367,366,367->104->105->118->131->144->157->170->183->196->209->366,367->104->105->118->131->144->157->170->183->196->209->366,False,11,11,23435211.21998916,23419928.460784007,23419928.460784007,23435211.21998916,156.3429005274653,156.3429005274653
0.01,70000000000,364,440,364->18->31->44->57->70->71->72->440,364->18->31->44->57->70->71->72->440,False,8,8,19018757.14352699,18967362.41862811,18967362.41862811,19018757.14352699,126.87949036747942,126.87949036747942
0.01,70000000000,440,364,440->72->71->70->57->44->31->18->364,440->72->71->70->57->44->31->18->364,False,8,8,19018757.143526994,19076807.345002487,19076807.345002487,19018757.143526994,126.87949036747945,126.87949036747945
0.01,80000000000,399,447,399->32->31->30->29->42->55->68->81->94->107->120->133->132->131->130->447,399->32->31->30->29->42->55->68->81->94->107->120->133->132->131->130->447,False,16,16,38232185.679628596,38459965.15929821,38459965.15929821,38232185.679628596,255.05768847346116,255.05768847346116
0.01,80000000000,447,399,447->130->131->132->133->120->107->94->81->68->55->42->29->30->31->32->399,447->130->131->132->133->120->107->94->81->68->55->42->29->30->31->32->399,False,16,16,38232185.679628596,38006758.45116057,38006758.45116057,38232185.679628596,255.05768847346116,255.05768847346116
0.01,80000000000,425,410,425->27->28->29->16->3->341->328->315->302->289->276->263->250->237->238->239->240->241->410,425->27->28->29->16->3->341->328->315->302->289->276->263->250->237->238->239->240->241->410,False,19,19,41665849.58239898,41432844.18870136,41432844.18870136,41665849.58239898,277.96462833230436,277.96462833230436
0.01,80000000000,410,425,410->241->240->239->238->237->250->263->276->289->302->315->328->341->3->16->29->28->27->425,410->241->240->239->238->237->250->263->276->289->302->315->328->341->3->16->29->28->27->425,False,19,19,41665849.58239897,41901630.09486288,41901630.09486288,41665849.58239897,277.9646283323043,277.9646283323043
0.01,80000000000,386,424,386->195->196->197->198->211->224->237->250->263->276->289->290->424,386->195->196->197->198->211->224->237->250->263->276->289->290->424,False,13,13,29195261.19947357,29094380.352380645,29094380.352380645,29195261.19947357,194.76981772152234,194.76981772152234
0.01,80000000000,424,386,424->290->289->276->263->250->237->224->211->198->197->196->195->386,424->290->289->276->263->250->237->224->211->198->197->196->195->386,False,13,13,29195261.199473564,29298269.320529416,29298269.320529416,29195261.199473564,194.7698177215223,194.7698177215223
0.01,80000000000,355,401,355->169->181->180->167->154->141->128->115->102->89->76->63->50->37->24->401,355->169->181->180->167->154->141->128->115->102->89->76->63->50->37->24->401,False,16,16,35452196.244294845,35493788.22614426,35493788.22614426,35452196.244294845,236.51159526031068,236.51159526031068
0.01,80000000000,401,355,401->24->37->50->63->76->89->102->115->128->141->154->167->180->181->169->355,401->24->37->50->63->76->89->102->115->128->141->154->167->180->181->169->355,False,16,16,35452196.244294845,35433398.879253305,35433398.879253305,35452196.244294845,236.51159526031068,236.51159526031068
0.01,80000000000,412,406,412->169->170->183->196->209->406,412->169->170->183->196->209->406,False,6,6,12582193.422101155,12572379.141092818,12572379.141092818,12582193.422101155,83.93935928902624,83.93935928902624
0.01,80000000000,406,412,406->209->196->183->170->169->412,406->209->196->183->170->169->412,False,6,6,12582193.422101155,12586425.677270975,12586425.677270975,12582193.422101155,83.93935928902624,83.93935928902624
0.01,80000000000,432,446,432->31->44->446,432->31->44->446,False,3,3,4607813.628614797,4594720.292859182,4594720.292859182,4607813.628614797,30.74002367741217,30.74002367741217
0.01,80000000000,446,432,446->44->31->432,446->44->31->432,False,3,3,4607813.628614797,4622553.9590118695,4622553.9590118695,4607813.628614797,30.74002367741217,30.74002367741217
0.01,80000000000,394,361,394->31->18->361,394->31->18->361,False,3,3,5037769.554665545,5017719.11767241,5017719.11767241,5037769.554665545,33.6083808663762,33.6083808663762
0.01,80000000000,361,394,361->18->31->394,361->18->31->394,False,3,3,5037769.554665545,5059467.254993148,5059467.254993148,5037769.554665545,33.6083808663762,33.6083808663762
0.01,80000000000,441,436,441->241->240->239->252->265->278->291->304->317->330->343->5->18->31->436,441->241->240->239->252->265->278->291->304->317->330->343->5->18->31->436,False,15,15,34058789.526489586,34174763.97249873,34174763.97249873,34058789.526489586,227.2157862389559,227.2157862389559
0.01,80000000000,436,441,436->31->18->5->343->330->317->304->291->278->265->252->239->240->241->441,436->31->18->5->343->330->317->304->291->278->265->252->239->240->241->441,False,15,15,34058789.526489586,33961084.15085916,33961084.15085916,34058789.526489586,227.2157862389559,227.2157862389559
0.01,80000000000,366,367,366->209->196->183->170->157->144->131->118->105->104->367,366->209->196->183->170->157->144->131->118->105->104->367,False,11,11,23376984.027592037,23377450.364407655,23377450.364407655,23376984.027592037,155.9544505125078,155.9544505125078
0.01,80000000000,367,366,367->104->105->118->131->144->157->170->183->196->209->366,367->104->105->118->131->144->157->170->183->196->209->366,False,11,11,23376984.02759204,23361572.271990273,23361572.271990273,23376984.02759204,155.95445051250783,155.95445051250783
